id,data,model,score,text
36,CNNDM,BERT,81.0,"manziel and colleen crowley were spotted together in public for the first time since he entered rehab when they attended tuesday night 's texas rangers game
on tuesday , crowley posted a video on her instagram page of the texan socialite enjoying a drunken night out with friends
manziel finally re-emerged on the weekend after checking into a facility on january 28 stating that he wanted to ` be a better family member , friend and teammates '"
18,CNNDM,LEAD3,81.66666666666667,"a 21-year-old student died after taking a lethal dose of diet pills she bought online , her mother has claimed .
eloise parry , known as ella , ' burned up from the inside ' after swallowing the highly-toxic substance known as dinitrophenol , or dnp .
after accidentally taking the lethal dose on april 12 , she began feeling unwell at around lunchtime - and drove herself to the royal shrewsbury hospital ."
3,CNNDM,LEAD3,88.33333333333331,"these are the four royal navy sailors charged with the gang rape of a young woman at an alcohol-fuelled party in a canadian barracks .
the men , who were taking part in a royal navy ice-hockey team tour of nova scotia , allegedly attacked a 21-year-old local woman .
the assault was reported to police by the woman immediately afterwards ."
55,CNNDM,BERT,45.33333333333334,"brazilian ronaldo and zinedine zidane took part in the 12th annual match against poverty in saint-etienne
former ac milan star david trezeguet scored in the match , but it was pierre-emerick aubameyang who shone the brightest as he grabbed a hat-trick in the south of france"
90,CNNDM,PG,51.66666666666666,"hull fc beat widnes 22-8 to make it back-to-back wins for the first time since last june .
tom lineham scored two interception tries in an eye-catching hat-trick as hull fc beat widnes 22-8 .
tom lineham scored two interception tries in an eye-catching hat-trick as super league 's most prolific finisher in 2015 ."
20,CNNDM,BERT,78.66666666666667,"audrey nethery , from kentucky , has diamond blackfan anemia ( dba ) , a life-threatening bone marrow condition that impacts her body 's ability to circulate oxygen
since audrey is unable to produce enough red blood cells , her parents are posting videos of her dancing to raise money for the diamond blackfan anemination foundation
because of her condition , audrey has already endured 20 blood transfusions , and will likely undergo more in the future"
19,CNNDM,PROPHETNET,77.33333333333333,"thief scaled a two-storey antique market in hampstead , north london .
he then broke into a rooftop vent and squeezed down a narrow shaft .
thief picked three sets of locks and crawled on the floor ` like a snake '
he spent just eight minutes in the shop before stealing 124 timepieces .
the eight-minute heist has been likened to a mission impossible film ."
84,CNNDM,PG,80.66666666666667,"chelsea 's famous curls went from unmanageable frizz to tight ringlets , before fading into a fuller , wavier style ( pictured right , in 2015 ) .
when asked by the magazine about what became of her 'pre-raphaelite curls ' , her once-unruly mane simply straightened itself out over time ."
0,CNNDM,PROPHETNET,74.33333333333333,"tori hester , 25 , from san diego , california , was diving in cabo pulmo .
huge school of trevally fish began circling above her .
husband jeff , a marine scientist , was on hand to capture the moment ."
9,CNNDM,LEAD3,92.33333333333331,"a ' rainbow coalition ' made up of several different parties could cause chaos , nick clegg warned today .
the lib dem leader , who hopes to hold the balance of power after may 7 , said the idea of more than two parties forming a government is not ' going to work ' .
he said it would be a ' messy ' way to run the country , and risked instability with the future of the government put in peril with every late night vote ."
4,CNNDM,PROPHETNET,85.66666666666667,"daniel williams , an office worker from toronto , filmed himself doing everything from sealing envelopes to making cups and coffee .
the 90-second video is titled ` boring office job gopro commercial '
it has already attracted an impressive three million views on youtube ."
21,CNNDM,PROPHETNET,43.33333333333334,"first-of-its-kind technology is available for $ 50 per flight from 10 us airports .
the service is available from 10 airlines including los angeles and atlanta .
delta air lines has a less than rosy history of pet fatalities on board .
between 2010 and 2013 , the airline was responsible for 41 of the 97 reported deaths that year ."
108,CNNDM,PG,74.66666666666667,"keurig 's chief technology officer kevin sullivan explained the appeal of his company 's single-serve coffee machine is that users can ' just close the handle and touch a button , and away it goes .
keurig of homes in the united states now feature single-serve coffee machines , cbs news reported .
spencer said in the interview ' a cup of coffee made this way is not necessarily cheap ' ."
5,CNNDM,BERT,75.33333333333333,"portishead founder said his band were paid just # 1,700 despite getting 34million plays
he said he has nothing against streaming but wants musicians to be paid more
but streaming companies have defended their practices , saying they offer artists a fair price in an age where music can be easily accessed for nothing"
22,CNNDM,PROPHETNET,82.0,"charnelle hughes , 20 , was standing near the bar at the adelphi pub in preston when she was struck on the side of the head by the empty glass .
jordan goode , also aged 20 , had been dancing aggressively to heavy rock music and had suddenly picked up the glass and threw it randomly .
witnesses said he spun 180 degrees on his feet before launching it across the room , as if throwing a cricket ball ."
26,CNNDM,BERT,72.66666666666667,"$ 2 million worth of stolen artwork has been found in a caretakers garage after disappearing from the walls of an inner-city sydney penthouse
three years after the theft , police were investigating a car syndicate and executed a search warrant on a wiley park property
the works were stolen in 2010 after being taken from property investor , peter o'mara 's home in darling point
mr o'mara was paid $ 1,033,473 by his insurance company , chubb insurance"
30,CNNDM,PG,80.33333333333333,"jane bacon , 51 , booked the ' final trip ' to sharm el sheikh with her husband peter , 52 , after being told she could die within months from breast cancer .
she has now hit out at easyjet after apparently being told that its ' terminally ill policy ' only considers full refunds and not changes to bookings .
easyjet has since apologised and refunded the charges ."
65,CNNDM,BERT,71.66666666666667,"hina shamim , 21 , died close to university of kingston last night
friends said she was ` much-loved and the most charming lovely girl in the world '
bmw driver with five children on board was arrested on suspicion of causing death by dangerous driving"
4,CNNDM,LEAD3,93.0,"a deskbound worker has used a gopro camera to capture a unique view of his boring office job , turning even the most mundane day-to-day tasks into a high octane activities .
daniel williams , from toronto , filmed himself doing everything from sealing envelopes and sending emails to making cups and coffee and going to the bathroom , before editing all of the clips together to offer an action-packed perspective of his regular daily life .
the video , which is titled ' boring office job gopro commercial ' , has clearly struck a chord with people working in similar jobs around the globe , with the video already attracting an impressive three million views since being uploaded to youtube last week ."
84,CNNDM,BERT,80.66666666666667,"the daughter of bill clinton , the 42nd president of the united states , was often the victim of bullying remarks over her unruly hair
chelsea 's famous curls went from unmanageable frizz to tight ringlets , before disappearing into a fuller , wavier style"
21,CNNDM,LEAD3,79.66666666666667,"travelling with a pet can be a stressful and expensive ordeal , but delta air lines have come up with a way to put passengers at ease when their pet is in the carrier below .
the new pet gps system allows owners to track their furry friends ' journeys in real time , from monitoring the temperature below , to whether their cage is upright or askew .
the first-of-its-kind technology was developed by sendum wireless corp. and is available for $ 50 per flight from 10 us airports ."
27,CNNDM,BERT,81.0,"a staff member in the washington d.c. office opened a letter containing a grainy white substance and immediately alerted capitol police
the quarantine of room 239 of the cannon house office building was removed at 3:37 p.m. on wednesday
the substance was cause for concern after powdered anthrax was mailed to members of congress in 2001 following the september 11 attacks"
10,CNNDM,LEAD3,86.66666666666669,"everyone knows the tortoise beat the hare , but this little fellow has gone one better and beaten two cheetahs .
these pictures capture the amazing moment when one of the notoriously slow-moving reptiles escaped becoming big cat fast food by retreating into its shell before scuttling off across desert sands .
the baffled cheetahs surrounded the tortoise and attempted to scare it out of its shell with snarls but the reptile kept well tucked up inside its tough exterior forcing the big cats to wander off in search of another snack ."
13,CNNDM,PROPHETNET,64.33333333333333,"psg face barcelona in the champions league quarter-final on tuesday .
edinson cavani knows the spotlight will be shining on him this evening .
psg have been stripped by suspension of zlatan ibrahimovic and marco veratti .
but can you think of a more vital game that cavani has stamped his class all over ?"
14,CNNDM,PROPHETNET,89.66666666666669,"gaioz nigalidze , the current georgian champion , was expelled from the dubai open chess tournament when he was found using his phone in the middle of a match .
the two-time national champion was exposed when his opponent lodged a complaint when he grew suspicious about his frequent trips to the lavatory .
when officials confronted the georgian , he denied owning the phone but they found the phone was logged into a social networking site under his name ."
28,CNNDM,PG,68.0,"micky adams has left tranmere by mutual consent with just two games of the season to play .
rovers suffered a fourth consecutive defeat on saturday .
tranmere manager micky adams has left his role at prenton park following his side 's defeat by oxford ."
80,CNNDM,BERT,48.33333333333334,"manchester city lost 2-1 to crystal palace at the etihad stadium on monday night
eliaquim mangala joined from porto in august last year and is contracted to city until june 2019
glenn murray scored palace 's first goal in the 2-1 defeat"
1,CNNDM,LEAD3,84.0,"with a 45,000sq ft spa , 21 treatment rooms , a two michelin-star restaurant and eight swimming pools , it 's no wonder celebrities flock to the award-winning pennyhill park .
nestled in the pretty surrey countryside in bagshot , the luxury spa and hotel has attracted so many famous names since it opened
, it looks like a who’s who of the celebrity world ."
89,CNNDM,PG,79.66666666666667,"christy turlington burns may be about to run her fourth marathon in as many years , but the former supermodel insists that childbirth was by far her toughest challenge yet .
the former supermodel , who 's gearing up for the london marathon on 26 april , told red magazine that giving birth has been her toughest physical challenge .
christy - who is mother to daughter grace and son finn , had just given birth to grace in 2003 when she was struck with a post-partum haemorrhage , causing her placenta to become embedded in her uterus wall ."
8,CNNDM,LEAD3,80.33333333333333,"with the confirmation of danilo 's summer switch to real madrid , porto have now received a whopping £440million from player sales in the last 11 years .
since winning the champions league under jose mourinho in 2004 the portuguese champions have made a habit of selling on players for huge profits .
aided by lenient work permit laws in portugal owing to the country 's close relationship with brazil the majority of these deals have involved south americans ."
7,CNNDM,PROPHETNET,84.33333333333333,"fifth-grader was playing chess with a classmate at grant elementary school in dumont , new jersey on march 6 when he became upset that his opponent did n't say ` checkmate '
an aide overheard him saying : ` do you want me to do something drastic ? '
she confiscated a note from him and when she turned around to look at him , she saw him climbing through a window and jumping to his death .
he suffered ` serious facial injuries ' and died in the hospital that day ."
18,CNNDM,PROPHETNET,83.33333333333333,"eloise parry , known as ella , ` burned up from the inside ' after swallowing the highly-toxic substance known as dinitrophenol , or dnp .
she began feeling unwell at around lunchtime and drove herself to hospital .
doctors carried out a toxicity test and discovered she was in grave danger as there is no antidote to dnp , which is toxic .
her mother fiona , 51 , has now issued a stark warning about buying diet pills online ."
6,CNNDM,LEAD3,78.66666666666667,"some see the addition of jimmy graham to the seattle seahawks ' offense as one of the best moves of free agency , but michael bennett still thinks he 's overrated .
bennett labelled the tight end ' soft ' and ' overrated ' , not to mention adding that ' he did n't like him as a person or a player ' , after seattle 's playoff win over the saints two years ago .
and now that graham 's on board to seemingly add a genuine red zone threat to darrell bevell 's predominantly ground and pound offense"
11,CNNDM,PROPHETNET,88.66666666666669,"wave of anti-immigrant violence has swept south africa in recent days , leaving several dead .
some blame alleged inflammatory comments about foreign nationals from the zulu king .
others say a labor dispute between locals and foreigners back in march turned nasty ."
19,CNNDM,LEAD3,82.33333333333333,"a masked burglar stole vintage watches worth more than £200,000 from an antiques shop in a mission impossible-style raid by crawling along the floor to avoid setting off the infrared beams .
the thief scaled a two-storey antique market before breaking into a rooftop vent and squeezing down a narrow shaft to reach the store .
he picked three sets of locks and crawled on the floor ‘ like a snake’ to avoid triggering infrared security beams . '"
44,CNNDM,PG,79.66666666666667,"exeter has been dubbed ' too posh for monopoly ' after game makers were told there is nowhere low-rent enough to fill the space of old kent road .
it 's the most popular board game in the world , with hundreds of versions springing up in far-flung cities across the globe .
monopoly-makers say they have developed boards for cities across the country but have never come across the current dilemma ."
19,CNNDM,BERT,86.0,"the thief scaled a two-storey antique market before breaking into a rooftop vent and squeezing down a narrow shaft to reach the store
he picked three sets of locks and crawled on the floor ` like a snake ' to avoid triggering infrared security beams
the eight-minute raid took place at the vintage watch store in hampstead , north london , on saturday at about 9pm
the man and an accomplice returned the following night to try a similar break-in but were disturbed and fled empty-handed after neighbours heard them trying to smash through the reinforced vent
they left behind ladders , a screwdriver and a balaclava , which are being analysed by police"
16,CNNDM,PROPHETNET,56.33333333333334,"bernard ` barry ' freundel was arrested in october for spying on dozens of women who changed in a ritual bathroom at their synagogue .
his wife sharon has spoken out for the first time since her husband 's arrest .
on march 22 , she gave a lecture at a maryland jewish school about how to respond to traumatic experiences .
` as you all know , i ' ve become an expert in ptsd , ` she said . ' researching this has been so therapeutic `"
15,CNNDM,LEAD3,66.0,"( cnn )
they left iran unwillingly , often in a hurry .
it was for the best for these refugees ."
14,CNNDM,LEAD3,43.0,"gaioz nigalidze , the current georgian champion , was expelled from the dubai open chess tournament when he was found using his smartphone in the middle of a match .
a chess grandmaster has been thrown out of an international tournament and faces a 15-year ban after he was caught sneaking to the toilet to check moves on his mobile phone .
gaioz nigalidze , the current georgian champion , was expelled from the dubai open chess tournament when he was found using his phone in the middle of a match ."
15,CNNDM,BERT,80.66666666666667,"photographer laurence rasti flew from geneva to denizli to explore her fascination with identity issues in iran
she hopes the images will give back to each of these people the face that their country has "" temporarily stolen ""
rasti : "" i could n't understand that in iran ( homosexuality ) is n't accepted """
14,CNNDM,BERT,83.33333333333333,"gaioz nigalidze , the current georgian champion , was expelled from the dubai open chess tournament when he was found using his phone in the middle of a match
the two-time national champion was exposed when his opponent lodged a complaint when he grew suspicious about his frequent trips to the lavatory
tournament organisers found nigalidze had stored a mobile phone in a cubicle , covered in toilet paper
they announced their decision to expel nigalidze on sunday morning on their facebook page"
20,CNNDM,PROPHETNET,72.0,"audrey nethery , from kentucky , has diamond blackfan anemia , a life-threatening bone marrow condition that impacts her body 's ability to circulate oxygen .
her parents are posting videos of her dancing to raise money for the dba foundation ."
5,CNNDM,PROPHETNET,81.66666666666667,"geoff barrow , founder of portishead , attacked streaming services on twitter .
said he received just # 1,700 despite songs being played 34million times .
added that he has nothing against streaming , but wants musicians paid more .
comes after jay-z launched his own streaming service , tidal , last month .
taylor swift and thom york have also pulled their music from services ."
13,CNNDM,PG,29.33333333333333,"luis suarez will be at the parc des princes tonight , forming one part of football’s most famous three-man attack , looking to fire barcelona into the champions league semi-finals .
the focus will not be on salto’s most famous son .
edinson cavani knows the spotlight will be shining on him this evening ."
107,CNNDM,PG,67.33333333333333,"reigning champion novak djokovic dug deep to avoid a shock exit at the hands of alexandr dolgopolov before powering into the quarter-finals of the miami open .
the unseeded dolgopolov ranked 65th in the world , 64 places behind djokovic - surprised the serbian by winning a first-set tie-break and building a quick 4-2 lead in the second set .
also through to the quarters are british number one andy murray and fourth seed kei nishikori ."
9,CNNDM,PG,95.66666666666669,"lib dem leader says the idea of more than two parties forming a government is not ' going to work ' .
he said it would be a ' messy ' way to run the country , and risked instability with the future of the government put in peril with every late night vote ."
7,CNNDM,PG,65.0,"the child , whose name has not been released , suffered fatal injuries in the incident at grant elementary school in dumont , new jersey on march 6 and died later that day .
police released a report after an investigation into his death , the record reported .
an aide overheard him saying to the other student : ' do you want me to do something drastic ? '"
17,CNNDM,PROPHETNET,77.0,"mocha , a pure bred fawn-colored doberman pincher , recently ate three watch heads .
her owners took her to the mspca 's angell animal medical center in boston .
the hospital sees dozens of cases each week of dogs ingesting foreign objects ."
111,CNNDM,PG,64.66666666666667,"alaska airlines flight 448 bound for los angeles was forced to return to seattle-tacoma international airport monday .
passengers heard banging and pleas for help coming from beneath the aircraft .
today , the unnamed seattle airport employee revealed he might have slept much longer if it had n't been for the passengers ' bags ."
128,CNNDM,BERT,87.33333333333331,"incredible images capture the paddy fields of south east asia and the arduous life of the farmers who cultivate them
they were taken by professional photographer scott gable , 39 , who spent four months travelling across the region documenting the labour and threadbare equipment used to harvest the carbohydrate-rich food
the crop accounts for one fifth of all calories consumed by humans and 87 per cent of it is produced in asia"
6,CNNDM,PROPHETNET,47.66666666666666,"michael bennett labelled jimmy graham ` soft ' and ` overrated '
the tight end signed a deal with the seattle seahawks on monday .
bennett said he ` did n't like him as a person or a player ' two years ago .
` just because he 's on my team i do n't stop feeling that way , ' he said ."
79,CNNDM,PG,46.33333333333334,"alfred guy vuozzo , 46 , swore loudly as he was told he would not be eligible for parole for murdering brent mcguigan , 68 , and his son , brendon , 39 , on prince edward island last august .
vuozzo was two years old when his older sister , cathy , was killed in a crash in 1970 .
brent 's father , herbert , who was behind the wheel , received a nine-month sentence for dangerous driving ."
8,CNNDM,PROPHETNET,72.66666666666667,"danilo will join real madrid in a deal worth # 23million in the summer .
the portuguese champions have made a habit of selling on players .
most of these deals have involved south americans such as james rodriguez .
click here for more transfer news ."
127,CNNDM,PG,82.33333333333333,"posters telling muslims not to vote in the election were plastered across an area of cardiff .
posters were stuck on lampposts and bus stops across the grangetown suburb .
cardiff council says any religiously motivated or offensive stickers will be removed as a priority ."
10,CNNDM,BERT,79.66666666666667,"the tortoise escaped becoming big cat fast food by retreated into its shell
the baffled cheetahs surrounded the tortoise and tried to scare it out
but the reptile kept well tucked up inside its tough exterior forcing the big cats to wander off in search of another snack"
73,CNNDM,BERT,35.333333333333336,"jonny howson put norwich ahead early in the second half
graham dorrans made up for his late penalty miss
howson made his first game back at elland road in the 57th minute
alex neil 's side remain rooted to the relegation zone"
15,CNNDM,PROPHETNET,69.0,"photographer laurence rasti traveled from her home in geneva to denizli , turkey , to explore her fascination with identity issues in iran .
homosexuality is illegal in iran ; you can be executed if convicted of engaging in sexual acts .
`` it was a work about identity even though we do n't see faces , '' rasti said ."
17,CNNDM,LEAD3,74.33333333333333,"( cnn )
you might call her a watchdog , because this boston area doberman really has a thing for timepieces .
she recently ate three ."
59,CNNDM,BERT,74.66666666666667,"acting ceo maura pally defended the foundation 's work and reaffirmed its commitment to transparency
she said the foundation expected to refile some of its tax forms , following a voluntary external review , because it had ` mistakenly combined ' government grants and donations
said the total revenue was reported accurately and that grants were properly broken out on its website
however , the tempered apology came the same day that the charity seemed like a ` slush fund ' for one of america 's most powerful political families"
12,CNNDM,LEAD3,88.0,"a gay-friendly bar has shocked regular customers by coming out in favour of ukip because of its policies on the pub industry .
the harewood arms in wakefield , west yorkshire , has publicly revealed its support for the right-wing party , which is running a ' save the pub ' campaign in the run up to the election .
the pub , which is known for proudly flying the gay pride flag outside its premises , declared its support for nigel farage 's party over the weekend ."
115,CNNDM,PG,81.33333333333333,"andrea bradley , 28 , and glen bates , 32 , have been indicted on aggravated murder charges in the beating death of their 2-year-old daughter last month .
glenara bates was brought to an ohio hospital last month dead and weighing only 13lbs .
prosecutor joe deters says the parents could face the death penalty if convicted of all the charges ."
27,CNNDM,LEAD3,52.66666666666666,"hazmat teams tested a white powdery substance sent to
u.s. rep mike doyle 's office on wednesday causing the building to temporarily close down .
a staff member in doyle 's washington d.c. office opened a letter containing a grainy white substance and immediately alerted capitol police ."
41,CNNDM,LEAD3,84.66666666666667,"stan collymore , talksport lead football pundit who revels in laying down the law on the radio , astonished reporters with his behaviour during aston villa’s 3-3 premier league draw with qpr on tuesday night .
collymore , despite sitting in the villa park press box where media impartiality is taken for granted , was jumping up and down during the game like the most fanatical villa fan , celebrating the goals with the home supporters .
he even greeted qpr"
37,CNNDM,PG,77.33333333333333,"the 10th-floor penthouse at the london west hollywood hotel is set to open next month .
it includes a contemporary king-sized four poster bed , with cushions and a tapestry designed by westwood .
guests can spot westwood-designed prints , tiles and scarves in the la suite , before spending an hour of exclusive private shopping ."
95,CNNDM,PG,91.0,"johanna powell is feared to have drowned while on a dream holiday in south east asia .
the 37-year-old was sailing on a traditional wooden cruise boat along the mekong river in laos with three friends when it hit a rock in a stretch of rapids .
rescuers launched a massive search along 20km of the river to try and find her , in one of the most isolated parts of the country ."
12,CNNDM,PG,93.0,"the harewood arms in wakefield , west yorkshire , has publicly revealed its support for the right-wing party , which is running a ' save the pub ' campaign in the run up to the election .
the pub , which is known for proudly flying the gay pride flag outside its premises , declared its support for nigel farage 's ukip , which is running a ' save the pub ' campaign in the run up to the election .
it has left regular customers stunned and provoked a ' marmite ' reaction of divided opinions ."
45,CNNDM,PG,95.33333333333331,"don 's owner tom hamilton was tending to a lamb when he sent the farm utility vehicle down a steep bank , on to the busy carriageway and into the central reservation barrier .
the tractor smashed through a fence before ending up on the road .
don was unhurt in the ordeal but the incident caused major tailbacks ."
57,CNNDM,PG,77.0,"masked gang used a circular saw , crowbars and a hydraulic cutter .
they had spent eight minutes trying to hack into an atm .
they were tracked to a block of flats in tamworth , staffordshire .
they spent eight minutes trying to access the vault ."
48,CNNDM,BERT,92.66666666666669,"general motors has unveiled the chevrolet-fnr car , which has ` dragonfly ' swing doors that open upwards and ` crystal laser headlights '
the car was unveiled at the shanghai general motors gala night this week
it was developed in shanghai by gm 's pan asia technical automotive centre ( patac ) joint venture
it has magnetic hubless electric wheel motors and a wireless autocharging system
using iris recognition software you can start it using only your eyes
using a gesture control feature , the driver can switch to manual control mode whenever they want"
33,CNNDM,PROPHETNET,93.33333333333331,"helal abbas , 55 , lost his bid to become the mayor of tower hamlets .
the race was won by controversial figure lutfur rahman , 50 .
mr rahman has been accused in a separate high court case of rigging his re-election victory last year . mr rahman denies those charges ."
